open_uuid,open_test_uuid,time_utc,cat_technology,network_type,lat,long,loc_src,loc_accuracy,region,municipality,settlement,whitespot,zip_code,download_kbit,upload_kbit,ping_ms,lte_rsrp,server_name,test_duration,num_threads,platform,model,client_version,network_mcc_mnc,network_name,sim_mcc_mnc,nat_type,asn,ip_anonym,ndt_download_kbit,ndt_upload_kbit,implausible,signal_strength,speed_test_duration_ms,cell_id,lac,tags,test_type,additional_report_fields,tcp_open,tcp_total,udp_open,udp_total,packet_loss_down,packet_loss_up,peak_down_kbit,peak_up_kbit
P6aee05ad-f213-4bfa-b8bc-9d2fd8f8fd5f,O2fea2def-edd3-4ce2-8017-fa2a7acab68c,2020-09-01 01:08:51,LAN,LAN,,,,,,,,,,20635,1463,330.509,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,9534,121.120.110,,,false,,42949.703,,,{},FULL_TEST,,,,,,,,,
P001e4ab1-f41e-4ebb-936e-08122990bc15,O97240cd5-3899-4630-aa46-731b3e840153,2020-09-01 01:08:54,LAN,LAN,,,,,,,,,,19212,9848,2.94,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,208805,45.84.164,,,false,,21417.661,,,{},FULL_TEST,,,,,,,,,
Pb62d8d8f-b8bb-4a4e-b9ff-042c9b2a62e9,O62422d3a-8a03-4312-9aef-9af538da8223,2020-09-01 01:09:14,LAN,LAN,,,,,,,,,,18143,4875,5.292,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5588,193.86.184,,,false,,21177.441000000003,,,{},FULL_TEST,,,,,,,,,
P87bdcdb8-a615-41c5-8d8c-a3d9d7699e51,O0cc927d9-e053-41a6-b69e-d6f0047abe38,2020-09-01 01:09:32,LAN,LAN,,,,,,,,,,148223,442369,24.906,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,13030,2001:1620:68c::,,,false,,22379.211000000003,,,{},FULL_TEST,,,,,,,,,
P999a010f-8a82-4e64-9f78-ef4e1ebef114,Oeafdee60-efdb-4ba7-9655-1ddf0f2e0e83,2020-09-01 01:09:41,LAN,LAN,49.8433888,13.2227543,Browser,30.0,,,,,,30240,4886,20.014426,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,16019,46.135.36,,,false,,20725.914,,,{},FULL_TEST,,,,,,,,,
P17d2182e-408a-434e-836e-d3e2b8109460,O220491a4-01c0-42f0-9eab-a4e96a3f2c4a,2020-09-01 01:09:51,LAN,LAN,,,,,,,,,,96457,57093,33.298,,CZ.NIC,5,3,,Turris,0.3,,,,,29580,89.215.11,,,false,,22441.193,,,{},FULL_TEST,,,,,,,,,
Pa94f70c3-f85c-43f5-aaaa-e30be580b78b,O1fcd7dc7-c49f-4a3e-8388-d33c08e7f1cc,2020-09-01 01:09:55,LAN,LAN,,,,,,,,,,50383,50612,11.391758,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,15935,95.173.83,,,false,,18994.691,,,{},FULL_TEST,,,,,,,,,
P32ce0a7b-cbfb-4f9d-a8bc-bd59f6f534c4,Oea67693d-0dd7-4b37-9551-c6c5ef096ade,2020-09-01 01:09:56,LAN,LAN,,,,,,,,,,79490,88311,11.329,,CZ.NIC,5,3,,Turris,0.3,,,,,16019,77.48.22,,,false,,24262.646,,,{},FULL_TEST,,,,,,,,,
P16f471cc-d066-48cd-bba2-ab6521219793,O78445bbc-b946-4235-8bb3-71dacbcda440,2020-09-01 01:09:59,LAN,LAN,,,,,,,,,,85317,86403,3.69,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,42000,185.160.20,,,false,,21748.762,,,{},FULL_TEST,,,,,,,,,
Pf0f6fb7a-feae-4752-aa27-9398881c5860,Ob6db52f3-4b5e-489b-8020-8fe18c31a7d0,2020-09-01 01:10:00,LAN,LAN,,,,,,,,,,507589,473253,7.087999,,CZ.NIC,5,3,,Turris,0.3,,,,,48474,217.170.97,,,false,,31406.615999999998,,,{},FULL_TEST,,,,,,,,,
P1867817a-c123-42bb-a476-cc1e9396ca0d,Od0656eb4-d4c6-40d3-ad8f-cb4ea1ec3484,2020-09-01 01:10:02,LAN,LAN,,,,,,,,,,88428,43822,18.22,,CZ.NIC,5,3,,Turris,0.3,,,,,25248,85.207.214,,,false,,23853.024,,,{},FULL_TEST,,,,,,,,,
P476b3966-990c-4bc4-b0f5-cd805c92a3c5,O4175769b-3b5a-4143-a08b-a9bc44b74e9e,2020-09-01 01:10:09,LAN,LAN,,,,,,,,,,46547,4300,6.905,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,21430,83.136.205,,,false,,21641.109,,,{},FULL_TEST,,,,,,,,,
P80fe9738-cf02-4a61-9488-88461aa386f0,Obcbbf031-95a0-4d8e-a7c3-7262c66b5213,2020-09-01 01:10:20,LAN,LAN,,,,,,,,,,88634,109591,9.668,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,44489,109.164.107,,,false,,21753.060999999998,,,{},FULL_TEST,,,,,,,,,
P73a0bcd8-14cf-48d5-b6d7-79d3711d5425,O841be8b5-8440-4445-a5a0-1d6c0730b66d,2020-09-01 01:10:30,LAN,LAN,,,,,,,,,,10396,701,103.582,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,1241,193.92.252,,,true,,32327.773,,,{362},FULL_TEST,,,,,,,,,
Pbbaa27e4-0d0c-4142-b282-f0d54568123e,O8b389c95-1271-4bf8-a4dd-15e28f750f3f,2020-09-01 01:10:33,LAN,LAN,,,,,,,,,,71022,9337,18.954,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5610,2a00:1028:c800::,,,false,,22155.264,,,{},FULL_TEST,,,,,,,,,
P9e8b08c4-edba-4bad-826a-aa2c8cfaa301,O6479b776-4a7a-465b-984e-9f1bee7fa818,2020-09-01 01:10:46,LAN,LAN,,,,,,,,,,82240,9638,,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,13030,2a02:168:2000::,,,false,,17259.989999999998,,,{},FULL_TEST,,,,,,,,,
Pf646a5e0-4dca-4e06-893b-65cc17e1ee78,Oed68150e-34ec-46e8-805d-6cc96491f675,2020-09-01 01:10:46,LAN,LAN,,,,,,,,,,89300,32988,28.25,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,3320,79.225.61,,,false,,23100.874,,,{},FULL_TEST,,,,,,,,,
Pa341c7f2-a2c6-464b-9e66-e3fa73d6da8d,Of15ff0b4-4df5-48be-8e2c-20fc285b9246,2020-09-01 01:11:05,LAN,LAN,,,,,,,,,,375819,153649,7.803,,CZ.NIC,5,3,,Turris,0.3,,,,,204668,185.175.8,,,false,,30020.397,,,{},FULL_TEST,,,,,,,,,
Pf74de0e8-8e1f-4ccd-9d53-b4c50a24ffab,O83aef5e2-d7da-4394-ae33-9b02980cbd1b,2020-09-01 01:11:11,LAN,LAN,,,,,,,,,,176379,37669,19.689,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,3209,2.206.68,,,false,,27436.545,,,{},FULL_TEST,,,,,,,,,
P999a010f-8a82-4e64-9f78-ef4e1ebef114,Oa7a58b10-d8a0-4352-a00b-6e7a5ce0707a,2020-09-01 01:11:11,LAN,LAN,49.8433888,13.2227543,Browser,30.0,,,,,,30070,4888,20.009913,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,16019,46.135.36,,,false,,18668.023999999998,,,{},FULL_TEST,,,,,,,,,
Pda544ad2-d4f1-4bc5-bece-b375b5c093da,Odc604b5c-5da3-4504-a407-b82831b15ec9,2020-09-01 01:11:17,LAN,LAN,,,,,,,,,,93840,9667,9.962,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,196900,80.242.46,,,false,,22755.756,,,{},FULL_TEST,,,,,,,,,
P4c4d9004-9504-4b86-835d-2815d1b4666c,O32803a9f-21d6-43f3-a17d-2a754849aaa4,2020-09-01 01:11:18,LAN,LAN,,,,,,,,,,232547,23990,49.822,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,2a02:8084:2562::,,,false,,26017.133,,,{},FULL_TEST,,,,,,,,,
Pe262d06a-5c4e-4d6c-88e5-b5f2b27e4353,O411fd0b7-9cca-4938-ba94-d4e11ec019ae,2020-09-01 01:11:22,LAN,LAN,,,,,,,,,,321200,901578,20.3,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,13030,213.144.147,,,false,,27576.879999999997,,,{},FULL_TEST,,,,,,,,,
P3afec93a-93d7-4e8a-b7ed-cea329aca5c2,O01879d1a-a070-4021-8e89-bd6c7c3cb4fa,2020-09-01 01:11:29,LAN,LAN,,,,,,,,,,203351,103048,6.43,,CZ.NIC,5,3,,Turris,0.3,,,,,52154,46.174.156,,,false,,27250.596,,,{},FULL_TEST,,,,,,,,,
P611dce39-ba75-4faf-b9a6-ca320fde39ce,O79b6e177-e24c-402b-94f6-deae2b7bf84f,2020-09-01 01:11:31,LAN,LAN,,,,,,,,,,332321,10155,35.228,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16202,83.221.75,,,false,,26689.553,,,{},FULL_TEST,,,,,,,,,
Pf826c894-196c-47e0-8c2c-97c8abea5b9b,O273c81be-84d7-492f-b667-f3ee5c4852af,2020-09-01 01:11:36,LAN,LAN,,,,,,,,,,100758,14543,11.924,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,49101,82.144.132,,,false,,22981.663,,,{},FULL_TEST,,,,,,,,,
P4ab36992-50f2-4ead-b0ed-f620a5dd6cfa,O318e9186-64eb-4eef-b319-ea373ba8231e,2020-09-01 01:11:37,LAN,LAN,,,,,,,,,,17919,9132,43.7,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,6697,86.57.216,,,false,,24443.788,,,{},FULL_TEST,,,,,,,,,
P831751d1-05f2-42f8-8b71-fa6dbe07691f,O0b656657-c394-4602-8f99-10300d49c94b,2020-09-01 01:12:00,LAN,LAN,,,,,,,,,,29455,4819,30.031023,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,5610,37.188.130,,,false,,25211.739999999998,,,{},FULL_TEST,,,,,,,,,
Pdc89e35b-4da1-41d1-ae26-90b61f4a50a5,Oa2e8cced-1ad4-46d4-9d69-dc3bab8a59b3,2020-09-01 01:12:03,LAN,LAN,,,,,,,,,,76666,76459,4.237,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,31246,83.240.62,,,false,,21975.645,,,{},FULL_TEST,,,,,,,,,
P7cdf4b17-5df1-4f10-90d5-25d7c768eafb,O6f860bbc-fda2-4366-a2bd-711e3513ba9e,2020-09-01 01:12:06,LAN,LAN,,,,,,,,,,94313,83464,45.517,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,205553,5.188.167,,,false,,24695.982999999997,,,{},FULL_TEST,,,,,,,,,
P8215fa41-b584-4216-8d4f-83c73fe295f3,O1d91dbfa-b18d-46ed-9e81-f7169e2de59e,2020-09-01 01:12:10,LAN,LAN,,,,,,,,,,256055,55057,12.8,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,213.47.206,,,false,,26736.798,,,{},FULL_TEST,,,,,,,,,
Pd96472da-1182-4e2d-945f-8dc4ccbf0ba2,O92270f9e-3838-4089-94bc-6e942e5c10c2,2020-09-01 01:12:10,LAN,LAN,,,,,,,,,,522613,341029,7.236,,CZ.NIC,5,3,,Turris,0.3,,,,,16019,93.99.0,,,false,,48871.321,,,{},FULL_TEST,,,,,,,,,
Pc9ba86cd-e301-421f-9227-75ccf07d953c,Oe2732825-73cb-4461-95ca-919fe6f83082,2020-09-01 01:12:15,LAN,LAN,,,,,,,,,,150016,10057,6.62,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,89.103.66,,,false,,23978.776,,,{},FULL_TEST,,,,,,,,,
P4b3ca1c0-9e63-4b94-8377-0df7b78b14f4,O1fd2c802-d379-4bc6-9954-af086a0d7711,2020-09-01 01:12:16,LAN,LAN,,,,,,,,,,26622,26242,5.252999,,CZ.NIC,5,3,,Turris,0.3,,,,,196735,188.75.136,,,false,,21363.842,,,{},FULL_TEST,,,,,,,,,
P27db27a6-0013-4c6f-bcbd-721aad4f7de8,Oe3468c76-de3c-4439-a5f7-1308802351e4,2020-09-01 01:12:21,LAN,LAN,,,,,,,,,,50382,4613,9.645,,CZ.NIC,5,3,,Turris,0.3,,,,,5610,2a00:1028:96d3::,,,false,,23300.234,,,{},FULL_TEST,,,,,,,,,
Pac84cbfd-66a8-48f2-9aab-854acd375659,O23c72871-c431-4db8-87d7-b97c7171b028,2020-09-01 01:12:28,LAN,LAN,,,,,,,,,,7532,10088,257.898,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,9534,121.120.110,,,false,,42225.023,,,{},FULL_TEST,,,,,,,,,
P709381b4-3c6a-4ebf-a8ae-90715e8debe4,O6887288b-7618-4804-8940-def254a37bc6,2020-09-01 01:12:32,LAN,LAN,,,,,,,,,,50287,4673,11.798,,CZ.NIC,5,3,,Turris,0.3,,,,,13036,2001:1ae9:1a7::,,,false,,22909.924,,,{},FULL_TEST,,,,,,,,,
P831751d1-05f2-42f8-8b71-fa6dbe07691f,Ofcc1d3cd-4182-4a8e-8c11-3649e528a70e,2020-09-01 01:12:33,LAN,LAN,,,,,,,,,,32233,4832,29.92425,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,5610,37.188.130,,,false,,21754.843,,,{},FULL_TEST,,,,,,,,,
Peb687597-b4fc-4caf-9df6-5c55417261cb,Od7b8f262-fc6f-4969-a431-194a96b59228,2020-09-01 01:12:40,LAN,LAN,,,,,,,,,,244348,104336,9.408999,,CZ.NIC,5,3,,Turris,0.3,,,,,6939,2001:470:5a00::,,,false,,29508.355000000003,,,{},FULL_TEST,,,,,,,,,
P999a010f-8a82-4e64-9f78-ef4e1ebef114,O406ba6ce-7edf-450c-a286-9f286bb425fd,2020-09-01 01:12:41,LAN,LAN,49.8433911,13.2227517,Browser,30.0,,,,,,31178,4942,20.057727,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,16019,46.135.36,,,false,,20080.34,,,{},FULL_TEST,,,,,,,,,
P8bcd1aae-eebf-4a51-a40c-b53c568f4a6d,O46a08253-28eb-4abf-b634-2da8378f11e3,2020-09-01 01:12:41,LAN,LAN,,,,,,,,,,19824,3904,6.199,,CZ.NIC,5,3,,Turris,0.3,,,,,201476,185.73.109,,,false,,21182.083,,,{},FULL_TEST,,,,,,,,,
P423b3fb4-7e46-47b1-9362-36fba1a6c13f,Oa442b7ed-9796-47bb-b10a-c363953efe73,2020-09-01 01:12:45,LAN,LAN,,,,,,,,,,92432,93272,4.2,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,39791,89.111.97,,,false,,23536.086,,,{},FULL_TEST,,,,,,,,,
Ped854ef9-fd0b-4e07-bbc6-33702c5c5b6a,O08c165be-87fe-486b-bcdb-ce7f7468329c,2020-09-01 01:12:53,LAN,LAN,,,,,,,,,,49681,10019,27.515,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,6805,77.191.106,,,false,,23135.217999999997,,,{},FULL_TEST,,,,,,,,,
P73d73791-1388-43ee-a295-b7f4a4172132,Odb61aa1c-edc9-4836-8050-2c98a18cbe00,2020-09-01 01:13:02,LAN,LAN,,,,,,,,,,187423,7662,39.216,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,20880,95.168.136,,,false,,25979.332,,,{},FULL_TEST,,,,,,,,,
P2638f49d-feee-4d32-b47b-debb08b27353,O9a925b48-618f-4bfe-89f1-34402c041507,2020-09-01 01:13:04,LAN,LAN,,,,,,,,,,1860,10915,107.458,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,20115,2600:6c64:7006::,,,false,,28014.698,,,{},FULL_TEST,,,,,,,,,
Pd3d83762-8594-4e61-9a99-d000e01f95ee,O07f5ad86-4e42-4b0d-acdf-74007b845aa4,2020-09-01 01:13:08,LAN,LAN,,,,,,,,,,50865,4748,11.593,,CZ.NIC,5,3,,Turris,0.3,,,,,21430,80.250.28,,,false,,23045.234,,,{},FULL_TEST,,,,,,,,,
Pb4482a32-85a3-4c19-9c8d-02cc64785042,O0861f6c6-3f44-440e-a7af-275665c911bc,2020-09-01 01:13:11,LAN,LAN,,,,,,,,,,925914,926901,0.671,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,25192,2001:1488:fffe::,,,false,,32669.257,,,{},FULL_TEST,,,,,,,,,
P62ee1176-a0eb-4250-b5b3-5e01fcaeaaff,O1f81892d-3b6f-447a-9fa9-0781114775a6,2020-09-01 01:13:17,LAN,LAN,,,,,,,,,,58615,5731,9.339,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,16019,91.219.242,,,false,,23115.825,,,{},FULL_TEST,,,,,,,,,
Pa9de6754-de4e-4eb0-b35e-fb75fb9014bb,O3c87522f-4c54-44d7-a827-20caee33944a,2020-09-01 01:13:20,LAN,LAN,,,,,,,,,,67822,5864,25.453,,CZ.NIC,5,3,,Turris,0.3,,,,,56478,188.214.9,,,false,,27490.58,,,{},FULL_TEST,,,,,,,,,
P16ddb0c0-9038-4d5c-a02b-8676e2ddd0c9,O848ed87b-6634-4176-864c-5b9b2e7d4a51,2020-09-01 01:13:34,LAN,LAN,,,,,,,,,,39347,53855,9.302999,,CZ.NIC,5,3,,Turris,0.3,,,,,43709,78.157.167,,,false,,22922.076,,,{},FULL_TEST,,,,,,,,,
P7884bd41-bcbb-4249-9dc9-29508177bc46,O3cf1a6f5-a968-4f3d-91f1-1e3af941c036,2020-09-01 01:13:35,LAN,LAN,,,,,,,,,,42621,9623,7.87,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,41779,185.211.110,,,false,,20832.132999999998,,,{},FULL_TEST,,,,,,,,,
P084e38de-3786-445d-b9f7-59157c0f4ff7,O2ebd5171-4cd1-4750-9113-96069cded6ab,2020-09-01 01:13:35,LAN,LAN,,,,,,,,,,897507,654562,38.5,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,12322,91.169.128,,,false,,38750.478,,,{},FULL_TEST,,,,,,,,,
P98231a0e-16fc-47fe-9085-9976c4925555,O061c6ce8-ff11-4624-b322-3b167d41a4a8,2020-09-01 01:13:38,LAN,LAN,,,,,,,,,,22366,2078,12.165999,,CZ.NIC,5,3,,Turris,0.3,,,,,16019,31.30.169,,,false,,22991.185,,,{},FULL_TEST,,,,,,,,,
P56aca3e4-1b4d-4b0b-9d27-4fbcb020339d,O3fb1f08d-d587-407c-985d-a6d31fa49864,2020-09-01 01:13:39,LAN,LAN,,,,,,,,,,20179,1373,14.427,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5610,109.81.214,,,true,,25749.973,,,{362},FULL_TEST,,,,,,,,,
Pf6b92080-2f02-42ea-9bce-cf9566aba4bb,Od2143a4b-2707-4881-b1ee-6f4f6e6e1afc,2020-09-01 01:13:44,LAN,LAN,,,,,,,,,,23995,24890,5.738,,CZ.NIC,5,3,,Turris,0.3,,,,,15935,109.238.40,,,false,,21450.412,,,{},FULL_TEST,,,,,,,,,
Pcb6f0498-094d-4001-aa16-bd2cb3ade877,Of2f23eed-3bed-4a60-afc3-915721e43520,2020-09-01 01:13:46,LAN,LAN,,,,,,,,,,21906,4868,24.995265,,CZ.NIC,5,3,,Chrome,0.8.0,,,,,5610,37.188.130,,,true,,23971.167999999998,,,{361},FULL_TEST,,,,,,,,,
P48430aa0-9b74-4d5b-9ac2-7d46a711a7c6,Oa272924d-1f0b-4ee0-9cd5-3fceacac0fa3,2020-09-01 01:13:52,LAN,LAN,,,,,,,,,,299885,20363,10.860999,,CZ.NIC,5,3,,Turris,0.3,,,,,16019,89.176.126,,,false,,31718.749,,,{},FULL_TEST,,,,,,,,,
P62288f00-d94d-4ba6-a88a-ef804aa5a366,O1c8718df-e9d6-499c-83af-cdf42dee335e,2020-09-01 01:13:53,LAN,LAN,,,,,,,,,,93303,9473,14.851,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,5610,85.71.7,,,false,,23416.592999999997,,,{},FULL_TEST,,,,,,,,,
P999a010f-8a82-4e64-9f78-ef4e1ebef114,O6cbaa592-246e-4931-b4ab-7b4f39c8970d,2020-09-01 01:14:10,LAN,LAN,49.843386599999995,13.222750600000001,Browser,30.0,,,,,,29874,4936,25.113001,,CZ.NIC,5,3,,Firefox,0.8.0,,,,,16019,46.135.36,,,false,,19054.615999999998,,,{},FULL_TEST,,,,,,,,,
P3ec70998-9de4-4e31-ab3d-d70de6eb5c9d,Od96ebdeb-bfab-4517-81f4-148990702087,2020-09-01 01:14:29,LAN,LAN,,,,,,,,,,14519,7756,10.268,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,198668,185.243.173,,,false,,21838.123,,,{},FULL_TEST,,,,,,,,,
P4b06c8ef-79d5-48b7-8491-bd4030bc36ed,O6c70055b-073e-49da-ae18-d047ade013aa,2020-09-01 01:14:32,LAN,LAN,,,,,,,,,,20922,20380,7.612,,CZ.NIC,5,3,,Turris,0.3,,,,,51524,178.213.45,,,false,,21734.846,,,{},FULL_TEST,,,,,,,,,
P12100e1b-8fc9-40cf-b560-35af5f68bd3a,O84306071-bc81-48bc-8457-7935234cd321,2020-09-01 01:14:34,LAN,LAN,,,,,,,,,,19550,17911,5.222,,CZ.NIC,5,3,,Turris,0.3,,,,,202237,37.77.239,,,false,,21300.450999999997,,,{},FULL_TEST,,,,,,,,,
P984d51db-4f64-4b9d-9b38-59acc4f08e6d,O80ccaf00-6d89-42ae-a58c-b0611a1b8f14,2020-09-01 01:14:44,LAN,LAN,,,,,,,,,,65978,5645,8.462,,CZ.NIC,5,3,,Turris,0.3,,,,,15425,86.61.234,,,false,,21932.808999999997,,,{},FULL_TEST,,,,,,,,,
P896faa31-f1bb-445b-9bb3-dc640df7dd8e,O20db6f27-0d5a-415d-a946-9a414b8b978c,2020-09-01 01:14:47,LAN,LAN,,,,,,,,,,17761,5148,25.289,,CZ.NIC,5,3,,Turris,0.3,,,,,13036,89.24.22,,,false,,23223.142,,,{},FULL_TEST,,,,,,,,,
P8e339d70-df6d-4902-9cc1-799c35fecc06,O5d34dad1-1083-4229-9cb1-160a894e82ab,2020-09-01 01:14:54,LAN,LAN,,,,,,,,,,18833,18953,37.547,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,3249,2001:7d0:4d03::,,,false,,23396.246000000003,,,{},FULL_TEST,,,,,,,,,
P50b26a2e-9a40-4a69-9c0d-f8f02ab3fcd6,O16a1ec67-dced-42b2-a839-6ddf1293da65,2020-09-01 01:14:54,LAN,LAN,,,,,,,,,,52603,7342,,,CZ.NIC,5,3,,CZ.NIC Turris Mox Board,0.3,,,,,5610,2a00:1028:838a::,,,false,,18876.995000000003,,,{},FULL_TEST,,,,,,,,,
P216dadd2-444b-406c-ba96-43d51a515dd2,Od7cc4572-14da-4429-adfe-0696dc34a31b,2020-09-01 01:15:04,LAN,LAN,,,,,,,,,,83235,9193,12.7,,CZ.NIC,5,3,,Turris Omnia,0.3,,,,,13036,109.183.157,,,false,,23575.469999999998,,,{},FULL_TEST,,,,,,,,,
